topic,url,overview,symptoms,causes,tests,treatment
"Thrombocytopenia, Essential",https://www.webmd.com/a-to-z-guides/thrombocytopenia-causes-treatment,"Your bone marrow, the spongy tissue inside your bones, makes platelets. You can get thrombocytopenia if your body doesn't make enough of them or if it destroys them faster than you can replace them. Your body might not make enough platelets if you:Your body can destroy too many platelets because of: Sometimes, you don't have enough platelets because they get trapped in your spleen, an organ that fights infection. And women may get thrombocytopenia during pregnancy because their bodies get rid of platelets more quickly than usual.","Sometimes, you don't have any symptoms from thrombocytopenia. When you do, the main problem is bruising and bleeding in your skin that looks like tiny red or purple spots, called petechiae.You can bleed outside or inside your body. Sometimes, it can be heavy or hard to stop. You might also have: These symptoms might not start until your platelet count is very low. Tell your doctor about them right away.","Your bone marrow, the spongy tissue inside your bones, makes platelets. You can get thrombocytopenia if your body doesn't make enough of them or if it destroys them faster than you can replace them. Your body might not make enough platelets if you:Your body can destroy too many platelets because of: Sometimes, you don't have enough platelets because they get trapped in your spleen, an organ that fights infection. And women may get thrombocytopenia during pregnancy because their bodies get rid of platelets more quickly than usual.","Your doctor will ask about your medical history and symptoms. They’ll look for bruises, petechiae, and other signs of low platelets. They’ll also check for signs of infection, like a fever or rash. You might have a blood test that measures how many platelets you have. Most people have 150,000 to 450,000 platelets per microliter of blood. You can have bleeding problems if your count drops below 50,000. Your doctor will most likely consult with a blood specialist (hematologist). You might get other tests, including: ","If your platelet count isn't too low, you might not need treatment. Sometimes, your platelet count will go up when you avoid the cause of the problem. For instance, if a certain medicine is behind your thrombocytopenia, your doctor will probably have you stop taking that drug.For severe thrombocytopenia, your doctor might give you:"
Thrombophlebitis,https://www.webmd.com/dvt/understanding-thrombophlebitis-basics,"If the blood flow to one of your veins is slowed because of a clot, you might have:If you have any of these symptoms, see your doctor right away. Call 911 if you have leg pain or swelling or any of the following symptoms:","If the blood flow to one of your veins is slowed because of a clot, you might have:If you have any of these symptoms, see your doctor right away. Call 911 if you have leg pain or swelling or any of the following symptoms:","Anyone who has poor circulation in their legs may be more likely to have this condition. This could include women who may get thrombophlebitis during or after pregnancy. People who’ve been kept in the hospital on an IV are at risk, too. Hospital staffers try to lower this risk by changing the spots where IV lines are placed in the body. Other things that raise your chances of having this condition include:",,"Most cases of thrombophlebitis that happen in the shallow veins begin to go away by themselves in a week or two. But on rare occasions, these blocked veins can lead to infection. They can even cause tissue damage from the loss of healthy circulation. If you need treatment, your doctor will probably give you something to relieve swelling and pain. They may recommend that you keep your leg raised or take over-the-counter aspirin or ibuprofen. They might also suggest you apply heat to the affected leg or arm for 15 to 30 minutes, two to three times daily. Antibiotics. You might get them if poor circulation leads to an infection. Blood thinners. These medications are usually reserved for thrombosis with a high risk of embolization to the lungs or brain. Deep vein thrombosis requires anticoagulation for this reason. You can give yourself heparin and enoxaparin (Lovenox) at home through shots under your skin. They help keep the clot from getting bigger. You may also have to take an oral drug like warfarin (Coumadin) for several months or longer to keep clots from coming back. Your doctor will give you regular blood tests to make sure the meds are working.Bllood thinners, like direct thrombin inhibitors and factor Xa inhibitors, are also available. But doctors don’t normally recommend them as the main treatment for thrombophlebitis because they cost more and may cause uncontrollable bleeding. They include apixaban (Eliquis), dabigatran (Pradaxa), edoxaban (Savaysa), and rivaroxaban (Xarelto). Compression stockings. After the clot has resolved and you are on blood thinners, you may be advised to wear a compression stocking on the leg that was affected. This reduces the risk of post-thrombotic or post-phlebitic syndrome.They decrease swelling of the leg which decreases pressure in the veins and reduces risk of varicose veins.. Filter. This has much more limited use than suggested here. An IVC filter is used on people who can not safely take anticoagulation and are at risk for DVTs which put the person at risk for pulmonary embolism. The vena cava is the main vein in your abdomen. The IVC filter prevents clots in your legs from breaking loose and traveling to your lungs. You’ll need surgery for this treatment. They are ideally removed within  3 months after placement. Varicose vein stripping. This can help with veins that cause pain or recurring thrombophlebitis. The doctor makes small cuts to remove a long vein. It doesn’t affect circulation. Veins deeper down can handle more blood."
Thromboulcerative Colitis,https://www.webmd.com/ibd-crohns-disease/ulcerative-colitis/digestive-diseases-ulcerative-colitis-treatment,"Treatment for ulcerative colitis can include medicine, changes in your diet, or surgery. These treatments won't cure your ulcerative colitis, unless you have surgery that removes the colon and rectum, which is considered curative, but they can help ease your symptoms. It's important to get treated for ulcerative colitis as soon as you start having symptoms. If you have severe diarrhea and bleeding, you might need to go the hospital to prevent or treat dehydration, reduce your symptoms, and make sure you're getting the right nutrition.",,,,"You may consider these approaches in addition to what your doctor prescribes. But it’s important to talk to your medical team about any and all of them because some, like supplements, can interfere with treatments from your doctor. Let’s take a look at a few: Mind-body therapies:Stress and anxiety are well-known triggers for many people with ulcerative colitis, so it is not surprising that mind-body relaxation techniques could help. These techniques help nurture a healthy connection between your mind and body as well as between you and the outside world. In some cases, they encourage behavior changes in your everyday life. They may be worthwhile if only to lessen anxiety and depression linked to UC and improve quality of life. In addition, there is some evidence that yoga, meditation, and gut-centered hypnotherapy could help with some physical symptoms or flare-ups of UC. Some of the techniques, like cognitive behavioral therapy (a type of psychotherapy) and patient support groups, have been so successful that they have slowly become a part of mainstream treatment for IBD.Vitamins and supplements: Many people with ulcerative colitis may not absorb enough of some vitamins or minerals from food because of their disease. In these cases, your doctor may suggest taking certain supplements. Still, it’s important to speak with your doctor before you decide to take any on your own. Many of these substances can be unsafe, particularly if you have UC and you’re taking other medicines. Some people also take certain supplements in the belief that they help control UC symptoms. These might include: Keep in mind that the FDA doesn't regulate supplements, so claims on packaging may not be accurate. That’s yet another reason why it’s important to talk to your doctor before you start taking any supplements for your UC."
Thrush,https://www.webmd.com/oral-health/guide/what-is-thrush,"Small amounts of the candida fungus are in your mouth, digestive tract, and skin. It’s supposed to be there, and it’s usually kept under control by the other bacteria in your body. But sometimes, certain illnesses or medications -- like corticosteroids or antibiotics -- can disturb the balance. This can cause the fungus to grow out of control. That’s when you get thrush.Stress can cause it. So can a number of medical conditions, like: Uncontrolled diabetes HIV infection Cancer If you smoke or wear dentures that don’t fit right might, you’re also more likely to get thrush. And babies can pass the infection to their mothers while breastfeeding.  ","If you have thrush, you may notice these signs in your mouth: White, slightly raised areas, often on the tongue, inner cheeks, roof of mouth, gums, tonsils, or back of throat Raised spots that look like cottage cheese Cracking and redness at the corners of your mouth (angular cheilitis) A cottony feeling Loss of taste Sometimes thrush may also cause: Redness, irritation, and pain under dentures (denture stomatitis) A large red, painless mark in the center of the tongue (median rhomboid glossitis) A band of gum irritation or inflammation (linear gingival erythema)  In very bad cases, thrush can spread into your esophagus and cause: Pain when you swallow or difficulty swallowing A feeling that food is stuck in your throat or in the middle of your chest Fever, if the infection spreads beyond the esophagusWhen breastfeeding infants have thrush, they can pass it to their mother’s breast and cause: Red, sensitive, cracked, or itchy nipples Shiny or flaky skin on the areola, the area around the nipple Painful nursing or painful nipples between feedings Stabbing pains deeper in the breast The fungus that causes thrush can spread to other parts of the body, like the lungs, liver, and skin. This happens more often in people with cancer, HIV, or other conditions that weaken the immune system. Thrush may be grouped into three types: Pseudomembranous -- the mouth surfaces look white and creamy Erythematous -- the mouth looks red and raw Hyperplastic -- you’ll have white plaque-like lesions or speckled red spots  ","Small amounts of the candida fungus are in your mouth, digestive tract, and skin. It’s supposed to be there, and it’s usually kept under control by the other bacteria in your body. But sometimes, certain illnesses or medications -- like corticosteroids or antibiotics -- can disturb the balance. This can cause the fungus to grow out of control. That’s when you get thrush.Stress can cause it. So can a number of medical conditions, like: Uncontrolled diabetes HIV infection Cancer If you smoke or wear dentures that don’t fit right might, you’re also more likely to get thrush. And babies can pass the infection to their mothers while breastfeeding.  ","Your dentist or doctor can probably tell by taking a look inside your mouth. Your doctor might also send a tiny sample of the spot to a lab just to make sure. If the fungus that causes thrush spreads into your esophagus, you may have to have other tests, like: A throat culture (a swab of the back of your throat) An endoscopy of your esophagus, stomach, and small intestine X-rays of your esophagus","Thrush is easy to treat in healthy children and adults. But the symptoms may be worse and harder to treat in people with weak immune systems. Your doctor will probably prescribe antifungal medications that you’ll have to take for 10-14 days. These come in tablets, lozenges, or liquids, and are generally easy to take. Since the infection can be a symptom of other medical problems, your doctor may also want to run other tests to rule these out. In addition to medical treatment, there are some things you can try at home that may help ease thrush or its symptoms: Keep your mouth clean with regular brushing and flossing. Rinse with about ½ teaspoon of salt in a cup of warm water. Try rinsing with water mixed with apple cider vinegar, hydrogen peroxide, lemon juice, or baking soda. Probiotics, such as yogurt or over-the-counter pills may help. If you are breastfeeding, use nursing pads and keep bras and any bottles or breast pump parts clean. If you wear dentures, be sure to disinfect them as recommended by your dentist. "
Thumb-Sucking,https://www.webmd.com/parenting/baby/pacifiers-or-thumbsucking-which-is-worse,"Babies suck to soothe themselves, which is why many infants depend on pacifiers or thumbs when they aren't nursing or taking a bottle. Some parents are anti-pacifier, worried that their children will need braces or that the habit is hard to break. If your child is used to a pacifier, try phasing the pacifiers out after six months. Here's what you need to know:Your Baby's Development This Week Your roly-poly little one may be about to master a new skill: rolling over. Many babies lying on their stomachs will roll onto their backs for the first time this month. Some roll over slightly later, and some flip from back to stomach first – both are perfectly normal. Here's what else to expect from your little mover and shaker:",,,,
Thyroid Cancer,https://www.webmd.com/cancer/what-is-thyroid-cancer,"If you have thyroid cancer, you probably didn’t notice any signs of it in the early stages. That’s because there are very few symptoms in the beginning. But as it grows, you could notice any of the following problems:","If you have thyroid cancer, you probably didn’t notice any signs of it in the early stages. That’s because there are very few symptoms in the beginning. But as it grows, you could notice any of the following problems:","There is no clear reason why most people get thyroid cancer. There are certain things, though, that can raise your odds of getting it.Inherited genetic syndromes. Some conditions, including cancer, come from the DNA you get from your parents. In 2 out of 10 cases of medullary thyroid cancer, for example, the cancer is a result of an abnormal gene you’ve inherited. Iodine deficiency. If you don’t get much of this chemical element in your diet, you could be at more risk for certain types of thyroid cancer. This is rare in the United States because iodine is added to salt and other foods. Radiation exposure. If your head or neck was exposed to radiation treatment as a child.",,"Thyroid cancer is usually very treatable, even if you have a more advanced stage of it. That’s because there are effective treatments that give you a great chance for a full recovery. And surgery, when it’s needed, can sometimes cure it.Your thyroid is shaped like a small butterfly, and is usually found inside the lower front of your neck. It’s a gland that controls your metabolism. It also releases hormones that direct many functions in your body, including how you use energy, how you produce heat, and how you consume oxygen. Thyroid cancer develops when cells change or mutate. The abnormal cells begin multiplying in your thyroid and, once there are enough of them, they form a tumor. If it’s caught early, thyroid cancer is one of the most treatable forms of cancer."
Thyroid Disorders,https://www.webmd.com/women/guide/understanding-thyroid-problems-basics,"Through the hormones it produces, the thyroid gland influences almost all of the metabolic processes in your body. Thyroid disorders can range from a small, harmless goiter (enlarged gland) that needs no treatment to life-threatening cancer. The most common thyroid problems involve abnormal production of thyroid hormones. Too much thyroid hormone results in a condition known as hyperthyroidism. Insufficient hormone production leads to hypothyroidism.Although the effects can be unpleasant or uncomfortable, most thyroid problems can be managed well if properly diagnosed and treated. ",,"All types of hyperthyroidism are due to an overproduction of thyroid hormones, but the condition can occur in several ways: Hypothyroidism, by contrast, stems from an underproduction of thyroid hormones. Since your body's energy production requires certain amounts of thyroid hormones, a drop in hormone production leads to lower energy levels. Causes of hypothyroidism include:Untreated for long periods of time, hypothyroidism can bring on a myxedema coma, a rare but potentially fatal condition that requires immediate hormone treatment. Hypothyroidism poses a special danger to newborns and infants. A lack of thyroid hormones in the system at an early age can lead to the development of cretinism (intellectual disability) and dwarfism (stunted growth). Most infants now have their thyroid levels checked routinely soon after birth. If they are hypothyroid, treatment begins immediately. In infants, as in adults, hypothyroidism can be due to these causes: A hypothyroid infant is unusually inactive and quiet, has a poor appetite, and sleeps for excessively long periods of time. Cancer of the thyroid gland is quite rare and occurs in about 5% of thyroid nodules. You might have one or more thyroid nodules for several years before they are determined to be cancerous. People who have received radiation treatment to the head and neck earlier in life, possibly as a remedy for acne, tend to have a higher-than-normal risk of developing thyroid cancer.",,
Thyroid Nodules,https://www.webmd.com/a-to-z-guides/what-are-thyroid-nodules,"Most often the answer is no. You usually can’t feel thyroid nodules. Even though they happen from an overgrowth of cells, most thyroid nodules aren’t cancer. About 1 in 10 thyroid nodules turn out to be cancer. Benign (noncancerous) thyroid nodules are common. Lots of people get them as they get older. If a thyroid nodule isn’t cancerous,  it may not need any treatment. Doctors might just watch to make sure it doesn’t keep growing or begin to cause other problems.","Thyroid nodules usually don’t have symptoms. If they are large, they may cause: Trouble breathing Trouble swallowing A throat “tickle” Hoarseness or voice change When a nodule causes the thyroid to make too much hormone this is sometimes called a “hot nodule.” It may cause: Weight loss Muscle weakness Heat intolerance Anxiousness Irritability Irregular heartbeat Weak bones Sometimes people with thyroid nodules make too little thyroid hormone. This can cause symptoms of hypothyroidism: Fatigue Cold sensitivity Constipation Dry skin Weight gain Puffy face Hoarseness Muscle weakness High cholesterol Muscle aches or stiffness Joint pain, swelling, or stiffness Thinning hair Depression Memory loss","Thyroid nodules are actually quite common. By the age of 60, half of all people have them. They’re often very small. You might only learn you have a thyroid nodule when your doctor feels for one during an examination or if you have an ultrasound of your thyroid. Still, several things can increase your chances of developing a thyroid nodule. They include: Living in a part of the world where the diet doesn’t include iodine Having a family history of thyroid nodules Being female Being older Having a history of radiation exposure to head or neck",,"When a nodule is not cancerous, treatment may include: “Watchful waiting” Thyroid hormone therapy When nodules cause hyperthyroidism, treatment may include: Radioactive iodine Antithyroid medicines Beta blockers Surgery Any cancerous thyroid nodules should be removed surgically. The same is true for very large ones and those that change and develop strange features over time.Thyroid nodules are solid or fluid-filled lumps or bumps. They’re found on your thyroid, a small, powerful gland in your neck. This gland makes thyroid hormone, which affects your metabolism (the internal process that turns your food into energy), heart rate, and many other systems in the body. Sometimes, cells in your thyroid can grow out of control and form a lump."
Thyrotoxicosis,https://www.webmd.com/women/thyrotoxicosis-hyperthyroidism,"Graves’ disease: This condition is the most common cause of hyperthyroidism -- and thyrotoxicosis. It leads your immune system to mistake the cells of your thyroid gland for invaders and attack them with antibodies (a type of protein). It’s not clear why this happens, but it makes the gland grow and make too much thyroid hormone. The condition tends to run in families, so your genes may play a part in whether you get it. Nodules: Growths called nodules can develop on your thyroid and affect how much hormone the gland makes. A single hyperfunctioning nodule is called toxic nodular adenoma., while multinodular goiter or Plummer’s disease means you have a number of them.Struma ovarii: This is a rare type of ovarian tumor that’s made mostly of thyroid tissue. In some cases, it can cause hyperthyroidism. Thyroiditis: A virus or bacteria, certain medications (like lithium), or even your own immune system can inflame your thyroid gland and make it release too much hormone into your bloodstream. Thyroid supplement: Some people take thyroid hormone in pill form to treat a medical condition, like hypothyroidism (when your thyroid doesn’t make enough hormone). You can have too much in your blood if your prescription is off or you don’t take the medication as directed.","Normally, thyroid hormones help you burn energy at the right speed. High levels can affect your body in lots of different ways. In general, they speed things up -- like your heart, which often beats faster. You might poop and sweat more, feel irritable and nervous, and have shaky hands and weaker muscles. You may lose weight because you don’t eat enough calories to match your faster metabolism. Graves’ disease can also trigger thyroid eye disease with red, watery eyes that bulge out with swollen lids.","Graves’ disease: This condition is the most common cause of hyperthyroidism -- and thyrotoxicosis. It leads your immune system to mistake the cells of your thyroid gland for invaders and attack them with antibodies (a type of protein). It’s not clear why this happens, but it makes the gland grow and make too much thyroid hormone. The condition tends to run in families, so your genes may play a part in whether you get it. Nodules: Growths called nodules can develop on your thyroid and affect how much hormone the gland makes. A single hyperfunctioning nodule is called toxic nodular adenoma., while multinodular goiter or Plummer’s disease means you have a number of them.Struma ovarii: This is a rare type of ovarian tumor that’s made mostly of thyroid tissue. In some cases, it can cause hyperthyroidism. Thyroiditis: A virus or bacteria, certain medications (like lithium), or even your own immune system can inflame your thyroid gland and make it release too much hormone into your bloodstream. Thyroid supplement: Some people take thyroid hormone in pill form to treat a medical condition, like hypothyroidism (when your thyroid doesn’t make enough hormone). You can have too much in your blood if your prescription is off or you don’t take the medication as directed.","Your doctor will ask about your symptoms and medications you take, and check to see if your pulse is too fast or your thyroid is too big. After that, a simple blood test that measures the amount of thyroid stimulating hormone, or TSH, in your blood can help your doctor know for sure if you have thyrotoxicosis. You might need more blood tests to find the exact cause. In some cases, your doctor also may want to get a better look at your thyroid gland with an ultrasound. That’s a machine that uses sound waves to make images of the inside of your body.","For Graves’ disease and other types of hyperthyroidism, drugs called antithyroid agents can help keep the gland from making too much hormone. Radioactive iodine that’s usually swallowed in a capsule can destroy thyroid cells. This treatment may sound scary, but it has a long history and is generally safe and works well. Beta-blockers help ease certain symptoms, like a faster pulse and shaky hands, but don’t do anything to lower your hormone levels. In serious cases, you and your doctor may decide to remove part or all of your thyroid gland with surgery to ease your symptoms."
TIA (Transient Ischemic Attack),https://www.webmd.com/stroke/what-is-tia,"TIAs typically happen because a blood clot gets lodged in an artery that supplies blood to the brain. Without regular blood flow, your brain is starved for oxygen and can't work like it normally does.That's why you get symptoms like muscle weakness or slurred speech. It would be like having a clogged fuel line in your car. Your engine can't run if it's not getting gas. Clots form when you have a buildup of a fatty, waxy substance called plaque in your arteries. They can take shape anywhere in your body and float along until they get stuck somewhere. If that ""somewhere"" happens to be an artery that goes to your brain, you can have a TIA. You can also get a TIA if so much plaque builds up in an artery that it severely limits blood flow to the brain, just like a clot.",,"TIAs typically happen because a blood clot gets lodged in an artery that supplies blood to the brain. Without regular blood flow, your brain is starved for oxygen and can't work like it normally does.That's why you get symptoms like muscle weakness or slurred speech. It would be like having a clogged fuel line in your car. Your engine can't run if it's not getting gas. Clots form when you have a buildup of a fatty, waxy substance called plaque in your arteries. They can take shape anywhere in your body and float along until they get stuck somewhere. If that ""somewhere"" happens to be an artery that goes to your brain, you can have a TIA. You can also get a TIA if so much plaque builds up in an artery that it severely limits blood flow to the brain, just like a clot.",,
Tic Douloureux,https://www.webmd.com/a-to-z-guides/tic-douloureux,"Tic douloureux or trigeminal neuralgia is a severe, stabbing pain to one side of the face. It stems from one or more branches of the nerve that supplies sensation to the face, the trigeminal nerve. It is considered one of the most painful conditions to affect people. The pain usually lasts from a few seconds to a few minutes. It may be so intense that you wince involuntarily, hence the term tic. There is usually no pain or numbness between attacks and no dysfunction of the muscles of the face. Most people feel the pain in their jaw, cheek, or lip on one side of the face only. Pain is usually triggered by a light touch of the face or mouth on the same side as the pain. The pain is so severe that people can become afraid to talk, eat, or move during periods of attacks. Although a flurry of attacks can last for weeks or months, there are usually periods of months or even years that are symptom-free. The pain of tic douloureux is usually controlled with medications or surgery. Tic douloureux is generally a disease of middle age or later life. Women are affected more often than men. People with multiple sclerosis are affected much more frequently than the general population.  ","The main symptom of tic douloureux is a sudden, severe, stabbing, sharp, shooting, electric-shock-like pain on one side of the face. Because the second and third divisions of the trigeminal nerve are the most commonly affected, the pain is usually felt in the lower half of the face.The pain comes in intermittent episodes that last from a few seconds to a few minutes. There may be many episodes of pain each day. There is usually no pain between episodes.","The cause of tic douloureux is unknown. There are a number of theories as to why the trigeminal nerve is affected. The most commonly accepted theory is compression of the trigeminal nerve, usually by a blood vessel, causing it to become irritated. This irritation causes the outer covering of the nerve (the myelin sheath) to erode over time. The irritated nerve then becomes more excitable and erratically fires pain impulses. Tumors and bony abnormalities of the skull may also press on and irritate the trigeminal nerve. In addition, trauma, infections, and multiple sclerosis can also damage the trigeminal nerve.","There is no single medical test to diagnose tic douloureux. The diagnosis is made based on the description of the pain, physical examination, and exclusion of other causes of facial pain. The pain is unique. A history of bursts of shooting pain in one side of the face along with a trigger zone will give the doctor good clues to the cause of your pain. The physical examination is normal in tic douloureux. If numbness, decreased hearing, dizziness, visual changes, or dysfunction of the muscles of the face is found, then other disorders may be considered. Additionally, other causes of facial pain such as a sinus infection, dental infection, or a jaw disorder, such as TMJ, can often be found by physical examination. Special X-ray images, such as a CT scan or MRI of the head, can look for other causes of facial pain. They can also help delineate blood vessels or tumors that might be pressing on the nerve and irritating it.","There are no effective home treatment remedies for tic douloureux. Treatment should be guided by a physician. The role of the doctor is to ensure the diagnosis, begin appropriate therapy, and coordinate any potential need for consultants. In most cases, effective treatment will require only medications. Uncommonly, surgery will be recommended. The primary treatment of tic douloureux is medication to control the pain. Surgery may be necessary when drug therapy is not effective or side effects from the medications are not tolerable. A number of medications can be effective in helping control the pain of tic douloureux. The most commonly prescribed medications are anticonvulsants (seizure medications). Anticonvulsants help to stop the irritated trigeminal nerve from firing pain impulses.Medication is at least partly effective for most people who suffer with tic douloureux. For the rest, drug therapy either fails to provide adequate pain control or adverse side effects are intolerable. Unfortunately, many people who initially respond to anticonvulsants eventually develop resistance to the medications. Surgery When pain cannot be controlled with medication, surgical options should be discussed with a neurosurgeon. Surgery could range from simple injections of anesthetic into the trigeminal nerve to complex procedures that must be performed in the operating room. In general, the more complex procedures provide longer-lasting pain relief but with greater potential for more serious complications.  "
Tick Bites,https://www.webmd.com/skin-problems-and-treatments/is-that-a-tick-bite,"Ticks aren’t like bugs that bite you and then fly away or scoot off. When one gets on your body, it sets up camp. It finds a place to eat, then burrows its head into your skin and starts feeding. And it’ll stay there for several days. Most likely, you won’t feel anything because the bite doesn’t hurt, and it isn’t usually itchy. Because ticks are often very small, you might not see it either. At first, it might just look like a fleck of dirt. As it feeds though, it swells up and can be easier to find.You might get a small red bump where the tick bites you. Some people’s bodies react to ticks with 1 to 2 inches of redness around the bite. That red area won’t get any bigger, unless it’s really a rash, which is a sign of disease. Ticks typically bite people in warm, moist, or hairy areas, like the: Once a tick finds a place to feed, it will stay there anywhere from a few days to 2 weeks. Ticks bite once and use that site to feed on your blood until they’re full. A tick will fall off on its own once it’s full. You won’t get multiple bites from a tick. Most tick bites are painless and cause only a minor reaction. Only sometimes do they transmit disease.","Tick bites often cause a reaction on your skin, even when they’re not infected or disease-causing. Typical symptoms of a tick bite may include:Unlike other bites, tick bites don’t usually have fluid or pus in them, unless they’re infected. Most diseases from ticks also give you flu-like symptoms, such as: With Lyme disease, you may also have joint pain. Only some diseases from ticks give you a rash. What it looks like depends on which kind you have. Lyme disease: Most people with Lyme disease get a rash, but not all of them. It shows up within 3-30 days after you were bitten, but it usually takes just over a week. You’ll see a round or oval area of redness around the bite. At first, it may look just like a reaction to the bite, but the rash gets bigger over days or even weeks. Typically, it reaches about 6 inches wide. It might feel warm, but it’s not usually painful or itchy. Most people think of the bull’s-eye rash when they hear about Lyme disease. That happens in less than half the cases, and it comes after the rash has been around for a while.",,,"If you find a tick still on your skin, follow these steps: It’s important to start treatment for diseases from ticks as soon as possible. If your tick bite is infected or you’ve gotten a disease from it, your doctor may prescribe antibiotics to help get rid of the infection or disease. "
Tick Removal,https://www.webmd.com/skin-problems-and-treatments/how-to-remove-a-tick,"Before you dive in, you’ll want to get: Pointy tweezers aren’t the typical household tweezers that you use to pluck your eyebrows. You want pointy tips, not squared-off ones. Ticks can be as small as poppy seeds. If you use regular tweezers, you might tear them. Once you have your tools, here’s what to do: And that’s it. If the part of the head breaks off when you pull the tick out, that’s OK. You can try to remove it with tweezers, but if you can’t, it’s no problem. Your skin will heal.",,,,
Tietze Syndrome,https://www.webmd.com/pain-management/tietze-syndrome,"The most common symptoms of Tietze syndrome are chest pain and swelling. These can appear suddenly and disappear just as suddenly, or they may develop gradually then come and go for years. It's also possible for the pain to disappear even while the swelling continues.The pain of Tietze syndrome sometimes extends to the neck, arms, and shoulders. The pain can be mild or severe, dull or sharp. Some say it feels like being stabbed with a knife. Coughing, sneezing, exercise or other physical activity, breathing deeply, laughing, wearing a seatbelt, hugging someone, or even just lying down might make the pain worse. You might mistake the pain from Tietze syndrome for a heart attack but there are differences: Tietze syndrome usually only affects a small area of the chest,while a heart attack covers the whole chest. If you're having a heart attack, you may also be short of breath, nauseous, and sweating.","The most common symptoms of Tietze syndrome are chest pain and swelling. These can appear suddenly and disappear just as suddenly, or they may develop gradually then come and go for years. It's also possible for the pain to disappear even while the swelling continues.The pain of Tietze syndrome sometimes extends to the neck, arms, and shoulders. The pain can be mild or severe, dull or sharp. Some say it feels like being stabbed with a knife. Coughing, sneezing, exercise or other physical activity, breathing deeply, laughing, wearing a seatbelt, hugging someone, or even just lying down might make the pain worse. You might mistake the pain from Tietze syndrome for a heart attack but there are differences: Tietze syndrome usually only affects a small area of the chest,while a heart attack covers the whole chest. If you're having a heart attack, you may also be short of breath, nauseous, and sweating.",,"Tietze syndrome can be hard to diagnose because the symptoms are like those of other problems besides a heart attack. They can seem like angina, which is chest pain when your heart muscles don't get enough blood. They are also very similar to certain lung problems and costochondritis, also called chest wall pain. Because there is no special test for Tietze syndrome, doctors usually want to know about your symptoms. Your doctor will probably do a physical exam which could involve pressing on your chest. They may also order tests to rule out other things. These tests might include X-rays, an ultrasound, magnetic resonance imaging (MRI), a biopsy, or an electrocardiogram to see the electrical activity in your heart.","The symptoms of Tietze syndrome usually aren't serious and often will go away with no treatment. Sometimes just hearing from your doctor that it’s Tietze syndrome and not a heart attack can reassure you enough to deal with the pain until it goes away on its own. Other treatments can help ease the pain and swelling. These include nonsteroidal anti-inflammatory drugs (NSAIDs) like ibuprofen, naproxen, and aspirin. Talk to your pharmacist or doctor before taking any medicine, even over-the-counter medicine. This is because it may interact with medication you're already taking, or make other health conditions worse. If your pain is really bad, your doctor might recommend corticosteroid injections right into your joint area to reduce pain and swelling. You can only do this a couple of times without risking damage to your joint. Other things that may help are lots of rest, no heavy physical activity for a while, and applying heat or ice to the painful area."
Tinea Versicolor,https://www.webmd.com/skin-problems-and-treatments/tinea-versicolor-cause-symptoms-treatments," Tinea versicolor is a fungal infection that causes small patches of discolored spots on your skin. It's also called pityriasis versicolor. It results from a type of yeast that naturally lives on your skin. When the yeast grows out of control, the skin disease, which appears as a rash, is the result. ","Acidic bleach from the growing yeast causes areas of skin to be a different color than the skin around them. These can be individual spots or patches. Specific signs and symptoms of the infection include:The spots may disappear during cool weather and get worse during warm and humid weather. Similar conditions Some skin problems have symptoms that look like tinea versicolor, including: These conditions have features that clue your doctor in to what you have, such as texture and rash pattern.","The yeast that causes tinea versicolor, Malassezia, grows on normal, healthy skin. But these things can trigger an overgrowth that causes the infection: Because the yeast grows naturally on your skin, tinea versicolor isn’t contagious. The condition can affect people of any skin color. It's more likely to affect teens and young adults. For some people, it can cause emotional distress and feelings of self-consciousness.","Your doctor can diagnose tinea versicolor by what the rash looks like. If they need more information, these tests can help:","Treatment of tinea versicolor can consist of creams, lotions, or shampoos that you put on your skin. It can also include medication given as pills. The type of treatment will depend on the size, location, and thickness of the infected area.Treatment options include: Treatment usually gets rid of the fungal infection. But skin discoloration may take several months to resolve."
TMJ Disorder,https://www.webmd.com/oral-health/guide/temporomandibular-disorders-tmd,"TMD often causes severe pain and discomfort. It can be temporary or last many years. It might affect one or both sides of your face. More women than men have it, and it’s most common among people between the ages of 20 and 40.   Common symptoms include:     You may also have toothaches, headaches, neck aches, dizziness, earaches, hearing problems, upper shoulder pain, and ringing in the ears (tinnitus).    ","TMD often causes severe pain and discomfort. It can be temporary or last many years. It might affect one or both sides of your face. More women than men have it, and it’s most common among people between the ages of 20 and 40.   Common symptoms include:     You may also have toothaches, headaches, neck aches, dizziness, earaches, hearing problems, upper shoulder pain, and ringing in the ears (tinnitus).    ","We don’t know what causes TMD. Dentists believe symptoms arise from problems with the muscles of your jaw or with the parts of the joint itself. Injury to your jaw, the joint, or the muscles of your head and neck -- like from a heavy blow or whiplash -- can lead to TMD. Other causes include:",,"If the treatments listed above don’t help, your dentist may suggest one or more of the following: Transcutaneous electrical nerve stimulation (TENS). This therapy uses low-level electrical currents to provide pain relief by relaxing your jaw joint and facial muscles. It can be done at the dentist's office or at home.Ultrasound. Deep heat applied to the joint can relieve soreness or improve mobility. Trigger-point injections. Pain medication or anesthesia is injected into tender facial muscles called ""trigger points"" to give relief. Radio wave therapy. Radio waves stimulate the joint, which increases blood flow and eases pain. Low-level laser therapy. This lowers pain and inflammation and helps you move your neck more freely and open your mouth wider."
